,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_245,6,0,0,0,0,31,0,3,0,0,0,30,0,6,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,273,0,2,0,0,3,3,0,0,3,0,0,1,1,0,7,1,0,0,0,1,0,1,0,0,0,1,0,3,0,2,0,9,1,1,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0,0,0,0,0,0,4,0,0,0,6,0,0,98,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,2,3,17,0,0,0,3,102,3,0,2,0,0,0,2,0,4,0,0,1,3,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,1,0,22,0,0,52,0,0,0,0,3,0,0,0,0,6,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,25,1,0,1,0,1,0,0,0,0,0,4,0,5,0,0,0,0,18,10,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,9
Cell_246,0,0,0,2,0,1,0,0,17,0,0,0,0,1,0,0,3,2,0,0,1,8,0,4,0,0,0,2,1,0,2,6,0,4,0,0,0,1,0,0,0,0,10,7,0,0,1,4,0,9,0,1,0,0,0,0,2,0,0,0,6,0,11,0,0,7,4,1,0,0,0,0,0,0,13,0,0,12,4,0,3,0,18,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,4,0,0,2,0,0,0,5,1,0,2,0,0,0,54,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,5,4,1,0,0,0,31,0,0,0,0,0,0,0,0,24,0,0,81,0,1,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,5,0,3,1,0,46,0,0,0,0,17,0,0,0,0,21,0,0,1,46,0,0,0,0,21,0,0,1,0,0,0,9,15,0,1,0,0,0,1,0,0,0,0,0,2,2,2,0,0,1679,0,0,0,0,0,3,1,0,0,0,0,0,0,21,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,3,0,4,0,0,0,0,0,0,1,0,0,10,0,1,0,0
Cell_247,0,0,0,0,26,33,1,1,0,1,1,24,0,1,0,0,0,3,1,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,2,0,0,2,0,8,2,0,0,0,1,0,10,0,6,1,0,0,0,1,14,0,0,0,0,0,0,2,12,8,0,0,160,0,0,12,0,9,0,0,8,2,0,0,0,0,0,0,1,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,14,0,3,12,1,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,38,2,2,1,0,0,1,6,1,7,3,15,1,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,11,0,2,0,0,1,0,1,0,1,10,1,0,1,0,0,0,0,1,0,0,0,13,2,2,0,0,0,0,0,50,0,0,0,0,0,2,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,60,1,0,0,5,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,2,0,3,2,0,42,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,6,2,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,27,81,0,15
Cell_248,1,0,0,1,14,0,1,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174,0,0,1,0,0,0,15,0,0,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,59,0,0,0,0,0,0,0,0,1,0,3,0,95,0,0,0,0,0,0,1,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,0,3,0,0,56,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,80,1,0,0,4,2,0,0,4,3,0,0,1,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,28,1,1,1,1,43,0,0,0,2,4,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,10,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,1,0,0,0,5,0,2,21,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,48,0,0,36,13,28,0,0
Cell_249,1,0,0,1,6,1,2,6,11,0,0,2475,0,0,0,0,3,0,2,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,459,4,0,0,1,0,0,2,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,5,6,0,1,0,1,0,0,0,1,2,0,5,1,0,2,0,29,0,0,0,1,0,0,0,0,168,0,1,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,0,0,5,0,5,0,4,0,1,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,28,8,0,0,0,0,26,0,0,8,5,0,7,8,0,15,0,2,46,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,2,0,0,0,0,0,0,24,0,0,0,0,0,8,39,0,0,0,29,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,1,0,2,0,0,3,0,1,0,0,0,2,0,0,2,9,1,0,0,0,0,1,0,0,8,0,0,2,0,0,0,5,2,7,0,25,0,0,0,0,1,0,41,0,0,0,0,0,0,0
Cell_250,0,0,0,1,2,4,1,5,16,0,18,0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,3,0,0,26,0,0,0,2,0,5,1,10,1,12,2,2,1,1,0,0,0,0,0,1,0,0,0,3,0,5,6,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,27,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,66,0,0,3,0,0,0,6,0,91,0,0,0,2,0,0,0,0,0,0,0,810,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,3,3,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,1,0,0,0,0,0,1,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,1076,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,478,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,4,0,1,5758,0,0,1,14,2,0,0,0,0,1,22,0,2,0,0,1,0,0,1,23,0,5,7,0,1,0,0,0,37,0,0,40,69,5,0,2
Cell_251,3,0,0,0,9,6,2,3,6,0,1,14,0,1,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,5,0,0,6,2,0,26,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,0,1,0,0,0,4,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,9,0,0,0,1,0,77,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,4,10,0,1,0,0,0,1,0,0,13929,0,0,100,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,0,5,0,0,1,1,0,1,0,4,0,0,0,0,1,1,0,175,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,1,0,0,4,445,0,0,0,0,0,0,41,0,0,7,0,0,1,16,0,0,0,176,6,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,26,0,0,7,1,0,0,1,0,0,26,0,0,18,1,2,0,10
Cell_252,13,1,0,0,26,3,0,3,43,0,0,4,0,1,0,0,0,6,0,0,0,1,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,0,0,1,0,8,0,0,1,3,0,4,0,14,0,1,0,0,0,7,1,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,11,0,0,81,4,435,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,6,0,0,0,0,0,3,0,1,0,0,0,17,0,8,0,0,0,1,0,0,1,0,0,0,0,18,1,2,0,0,0,0,0,4,0,0,0,1,13,0,0,1,0,0,0,0,7,111,9,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,14,0,0,0,0,11,0,0,0,0,0,5,58,0,1,0,0,0,0,1,0,5,8,0,0,11,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,7,5,0,0,9,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17,0,11,1,0,0,0,0,0,6,0,0,25,2,0,0,0
Cell_253,1,0,0,0,15,0,1,0,18,1,7,0,1,5,0,0,4,2,0,0,0,20,0,5,0,3,0,0,1,0,0,1,0,0,118,0,0,1,0,5,0,0,0,0,0,1,0,2,0,16,0,11,0,0,0,0,3,0,0,1,0,0,7,2,0,0,9,0,2,0,0,0,1,0,0,1,0,0,19,0,1,0,19,0,1,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,10,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,229,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,18,7,0,0,1,0,81,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,338,0,1,0,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,5,0,3,0,0,0,1,0,0,0,0,81,0,0,0,4,0,0,0,46,35,0,4,0,4,0,0,0,3,0,0,0,1,0,0,2,0,49,0,0,0,0,2,1,1,1,0,0,4,6,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,13,0,32,0,0,0,0,0,0,27,0,0,0,1,1,0,0
Cell_254,1,0,0,0,56,34,0,0,0,0,1,25,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,0,115,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2,1,4,0,0,1,0,0,4,0,0,4,1,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,0,32,0,1,0,0,0,0,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,8,0,1,0,1,16,3,2,1,4,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,3,0,0,0,13,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,2,0,1,0,0,0,0,5,0,1,1,0,0,1,1,0,0,14,0,0,0,0,16,0,0,0,0,5,0,0,0,2,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,23884,0,0,7,2,1,2,0,1,0,0,0,0,0,1,0,0,1
Cell_255,2,0,0,0,1,20,0,0,0,0,11,30,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,23,1,1,0,2,0,0,3,0,4,0,0,11,0,0,0,0,0,0,1,0,0,0,0,2,1,3,4,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,70,3,1,0,1,0,0,12,9,110,0,0,0,0,2,0,0,0,0,0,0,1,0,17,0,0,17,0,3,0,0,0,4,1,9,4,0,0,40,0,0,0,3,0,0,0,0,0,23,0,0,2,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,16,0,3,17,0,0,1,147,0,0,0,0,0,0,0,0,0,0,0,391,0,5,0,0,1,0,0,0,1,6,0,0,19,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7,4,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50,1,12
Cell_256,2,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,8,0,1,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,3,0,0,3,1,0,7,5,4,0,0,3,1,0,0,0,0,6,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,9,12,0,2,0,0,0,0,0,1,2,3,6,2,2,2,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,1,0,0,0,8,11,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,80,0,0,0,0,0,1,0,0,16,0,0,6,3,1,0,0,0,0,51,0,0,0,0,0,2,0,0,7,0,0,0,0,4,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,17,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,0,2,0,0,26,0,0,0,0,51,0,0,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,2,0,0,5,0,7,0,6,0,0,0,10,0,0,5,0,1,11,59,2,0,2
Cell_257,2,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,1,0,0,8,2,0,3,0,1,15,0,0,1,0,0,0,2,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,0,1,0,0,0,21,0,0,0,0,0,0,0,38,1,0,0,0,0,5,5,1,8,0,0,0,0,0,0,0,1,0,0,1,2,0,1,6,5,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,11,19,0,0,0,0,0,0,0,0,0,57,1,0,138,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,8,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,27,0,0,0,0,13,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,8,0,0,0,34,6,0,0,1,3,0,0,0,1,8,0,1,0,0,1,0,0,0,13,0,0,1,0,5,1,0,1,0,0,6,0,0,0,0,0,0,0,19,3,0,1,0,0,0,1,0,0,5,0,0,65,0,3,0,37
Cell_258,7,0,0,1,1,0,4,1,0,0,4,1,0,1,0,0,1,3,0,1,0,1,0,2,0,0,0,0,1,0,2,3,0,0,0,0,264,8,0,0,0,0,20,6,0,1,1,5,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,1,0,29,0,0,0,2,0,0,0,0,1,0,1,3,3,0,0,0,60,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,29,0,0,0,1,0,50,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,18,12,11,0,0,0,0,48,0,1,0,3,0,0,5,0,4,0,0,14,0,0,0,0,0,5,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,5,42,0,0,0,143,8,0,0,0,0,0,1,12,99,0,0,0,0,0,0,0,1,8,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,8,0,1,5,0,0,56,0,3,0,0,31,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,3
Cell_259,0,0,0,0,2,58,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,2,1,6,0,0,106,3,0,0,0,0,0,0,0,9,3,0,0,21,0,6,0,0,0,0,0,41,0,1,0,0,3,0,2,0,0,0,0,0,1,0,12,0,26,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,12,1,0,5,0,0,0,0,0,12,4,2,4,0,0,0,0,0,0,0,0,0,169,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,2,0,0,0,5,1,0,2,0,0,2,5,0,0,0,0,0,0,1,0,0,5,0,0,0,2,3,0,340,0,0,0,1,0,0,2,0,0,0,12,0,1,0,0,0,0,0,0,11,0,10,0,0,25,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,12,3,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,34,0,25,0,1,0,0,0,0,9,0,0,2,0,3,1,0
Cell_260,2,0,0,3,21,0,0,0,27,0,7,83,3,3,1,0,0,6,1,0,0,21,0,1,0,0,0,0,0,0,3,2,2,0,0,0,77,4,0,0,0,0,8,1,1,3,0,0,0,3,0,20,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,2,3,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,11,11,1,0,0,0,0,1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,2,13,0,0,0,15,0,1,2,0,5,0,0,3,0,1,0,2,0,1,2,15,24,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,233,4,0,0,0,2,26,0,0,0,0,0,0,22,0,0,7,0,0,0,14,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,66,0,0,0,0,0,0,1,0,0,1,9,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,15,13,0,2,0,0,0,2,0,0,0,0,0,5,68,0,1,0
Cell_261,3,0,0,0,7,72,0,15,23,0,5,42,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,7,0,1,3,11,0,0,1,1,0,1,0,3,0,0,1,30,0,0,0,0,0,1,0,0,15,0,0,0,9,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,0,0,5,0,0,0,0,3,2,1,0,5,0,0,0,0,0,9,0,0,1,0,2,5,0,1,0,133,0,0,1,6,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,17,0,2,0,3,0,0,0,6,62,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,0,7,0,0,1,0,1,6,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,43,0,7,0,14,0,0,0,0,0,0,0,157,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,9,0,0,0,6,0,0,0,12,3,0,0,0,0,0,0,0,2,1,5,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,3,0,0,14,0,0,1,0
Cell_262,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,1,0,1,0,4,0,0,0,0,0,0,2,1,18,0,3,1,0,0,0,0,0,0,0,0,0,4,3,2,0,2,0,0,0,1,0,2,0,0,0,34,0,1,0,93,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,1,3,1,1,0,11,0,10,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,4,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7,2,0,0,8,0,0,3,0,112,0,0,4,1,0,0,9,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,27,0,7,0,0,1,0,0,3,0,0,0,0,0,2,1,0,4,0,0,2,0,0,0,0,0,5,0,0,0,9,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,50,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31,1,1
Cell_263,8,0,0,0,25,0,0,0,0,0,2,3,1,0,0,0,0,9,1,0,0,5,6,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,0,1,1,0,0,7,12,0,0,0,6,0,0,0,0,2,2,1,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,50,8,0,0,0,1,0,0,0,0,5,0,0,162,0,2,0,26,0,0,28,10,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,31,2,11,0,2,0,0,0,0,1,1,0,0,0,0,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,19,1,5,0,0,0,0,0,1,0,72,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,20,278149,3,1,0,0,6,0,0,0,0,0,0,0,12,3,0,0,0,23,0,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,18,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,0,4,0,0,0,0,0,0,2,0,0,0,0,14,0,0
Cell_264,5,0,0,0,15,0,1,0,37,0,1,3,0,2,0,0,1,0,1,2,0,2,0,0,0,0,0,1,0,0,2,0,0,0,2,1,56,0,0,0,1,0,2,8,0,3,0,0,0,9,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,10,15,0,3,34,0,0,2,1,2,0,0,0,31,3,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,4,0,0,0,0,0,0,1,20,4,0,0,4,1,0,174,0,30,12,1,0,0,2,1,0,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,0,12,0,0,0,0,4,2,0,0,21,0,0,0,0,0,0,0,2,1,0,4,101,2,0,2,0,51,0,0,0,5,1,0,0,47,5,0,0,0,10,0,0,0,0,4,2,2,9,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,16,16,0,2,0,0,0,0,1,0,5,0,0,0,3,51,0,1
