Gene 1	Gene 2	Weight	Network group	Network
ZAP70	CD2	0.015399671	Co-expression	Ramaswamy-Golub-2001
ZAP70	DGKA	0.0142581975	Co-expression	Ramaswamy-Golub-2001
ZAP70	CD3D	0.013297674	Co-expression	Ramaswamy-Golub-2001
ZAP70	LCK	0.015980138	Co-expression	Ramaswamy-Golub-2001
CD48	PSIP1	0.013684559	Co-expression	Ramaswamy-Golub-2001
CD48	TXK	0.014840146	Co-expression	Ramaswamy-Golub-2001
CD48	LTB	0.01942325	Co-expression	Ramaswamy-Golub-2001
CD48	ARHGAP25	0.01359271	Co-expression	Ramaswamy-Golub-2001
CD48	CD197	0.016774781	Co-expression	Ramaswamy-Golub-2001
CD48	ISG20	0.0147010675	Co-expression	Ramaswamy-Golub-2001
CD48	CD45	0.012686823	Co-expression	Ramaswamy-Golub-2001
CD48	CD52	0.01633019	Co-expression	Ramaswamy-Golub-2001
CD48	RPS5	0.009572091	Co-expression	Ramaswamy-Golub-2001
ITK	CD8B	0.00450738	Co-expression	Ramaswamy-Golub-2001
ITK	TXK	0.0123568345	Co-expression	Ramaswamy-Golub-2001
ITK	FHIT	0.013995211	Co-expression	Ramaswamy-Golub-2001
ITK	CD5	0.012490051	Co-expression	Ramaswamy-Golub-2001
ITK	CAMK4	0.01363311	Co-expression	Ramaswamy-Golub-2001
ITK	CD3E	0.009616544	Co-expression	Ramaswamy-Golub-2001
ITK	CD247	0.011058297	Co-expression	Ramaswamy-Golub-2001
ITK	ITGAL	0.010835919	Co-expression	Ramaswamy-Golub-2001
FYB1	TESPA1	0.017516369	Co-expression	Ramaswamy-Golub-2001
FYB1	CD6	0.016754907	Co-expression	Ramaswamy-Golub-2001
FYB1	CD28	0.02375815	Co-expression	Ramaswamy-Golub-2001
FYB1	TCF7	0.013858784	Co-expression	Ramaswamy-Golub-2001
FYB1	CD5	0.014542482	Co-expression	Ramaswamy-Golub-2001
FYB1	CD3E	0.011538791	Co-expression	Ramaswamy-Golub-2001
FYB1	MAL	0.021465715	Co-expression	Ramaswamy-Golub-2001
FYB1	CD2	0.020402415	Co-expression	Ramaswamy-Golub-2001
FYB1	DGKA	0.021609593	Co-expression	Ramaswamy-Golub-2001
FYB1	CD3D	0.0158077	Co-expression	Ramaswamy-Golub-2001
FYB1	LCK	0.018634068	Co-expression	Ramaswamy-Golub-2001
FYB1	CD247	0.021465668	Co-expression	Ramaswamy-Golub-2001
FYB1	ITGAL	0.012940231	Co-expression	Ramaswamy-Golub-2001
FYB1	ZAP70	0.017046178	Co-expression	Ramaswamy-Golub-2001
FYB1	ITK	0.012581109	Co-expression	Ramaswamy-Golub-2001
CD53	ARHGAP45	0.0065025985	Co-expression	Ramaswamy-Golub-2001
CD53	RGS19	0.0055605187	Co-expression	Ramaswamy-Golub-2001
CD53	LTB	0.010939135	Co-expression	Ramaswamy-Golub-2001
CD53	ARHGAP25	0.00861514	Co-expression	Ramaswamy-Golub-2001
CD53	CD197	0.012302945	Co-expression	Ramaswamy-Golub-2001
CD53	NKG7	0.011247164	Co-expression	Ramaswamy-Golub-2001
CD53	STK10	0.006966293	Co-expression	Ramaswamy-Golub-2001
CD53	ISG20	0.009483911	Co-expression	Ramaswamy-Golub-2001
CD53	ATM	0.012794304	Co-expression	Ramaswamy-Golub-2001
CD53	CD45	0.0075632366	Co-expression	Ramaswamy-Golub-2001
CD53	CD52	0.0110920975	Co-expression	Ramaswamy-Golub-2001
CD53	RPS5	0.005764555	Co-expression	Ramaswamy-Golub-2001
CD53	CD48	0.011257393	Co-expression	Ramaswamy-Golub-2001
GZMA	NPAT	0.017113233	Co-expression	Ramaswamy-Golub-2001
GZMA	TXK	0.021073343	Co-expression	Ramaswamy-Golub-2001
GZMA	RGS19	0.008658334	Co-expression	Ramaswamy-Golub-2001
GZMA	ARHGAP25	0.014653997	Co-expression	Ramaswamy-Golub-2001
GZMA	ISG20	0.018615633	Co-expression	Ramaswamy-Golub-2001
GZMA	GZMK	0.023794007	Co-expression	Ramaswamy-Golub-2001
GZMA	CD45	0.011819732	Co-expression	Ramaswamy-Golub-2001
GZMA	CD48	0.019167058	Co-expression	Ramaswamy-Golub-2001
AOAH	CD30	0.0071411845	Co-expression	Ramaswamy-Golub-2001
AOAH	CD122	0.016501047	Co-expression	Ramaswamy-Golub-2001
AOAH	CD14	0.0150478305	Co-expression	Ramaswamy-Golub-2001
SLA	GNLY	0.020949226	Co-expression	Ramaswamy-Golub-2001
SLA	MYO1F	0.010858602	Co-expression	Ramaswamy-Golub-2001
SLA	CD197	0.021245902	Co-expression	Ramaswamy-Golub-2001
SLA	CD71	0.013844806	Co-expression	Ramaswamy-Golub-2001
SLA	NKG7	0.020572195	Co-expression	Ramaswamy-Golub-2001
SLA	CD45	0.011844883	Co-expression	Ramaswamy-Golub-2001
CD37	ARHGAP25	0.012441158	Co-expression	Ramaswamy-Golub-2001
CD37	CD197	0.016829507	Co-expression	Ramaswamy-Golub-2001
CD37	ISG20	0.013307966	Co-expression	Ramaswamy-Golub-2001
CD37	CD52	0.01594965	Co-expression	Ramaswamy-Golub-2001
CD37	CD48	0.015104423	Co-expression	Ramaswamy-Golub-2001
CD37	CD53	0.010134467	Co-expression	Ramaswamy-Golub-2001
CORO1A	MYO1G	0.0146353645	Co-expression	Ramaswamy-Golub-2001
CORO1A	TESPA1	0.013552901	Co-expression	Ramaswamy-Golub-2001
CORO1A	ARHGAP45	0.009141742	Co-expression	Ramaswamy-Golub-2001
CORO1A	BIN2	0.013916393	Co-expression	Ramaswamy-Golub-2001
CORO1A	SELPLG	0.013741916	Co-expression	Ramaswamy-Golub-2001
CORO1A	GNLY	0.01495288	Co-expression	Ramaswamy-Golub-2001
CORO1A	LTB	0.01574738	Co-expression	Ramaswamy-Golub-2001
CORO1A	ARHGAP25	0.0111845005	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD197	0.014230781	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD4	0.01165269	Co-expression	Ramaswamy-Golub-2001
CORO1A	NKG7	0.014743706	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD45	0.01085506	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD52	0.0151713705	Co-expression	Ramaswamy-Golub-2001
CORO1A	DGKA	0.013910404	Co-expression	Ramaswamy-Golub-2001
CORO1A	RPS5	0.007600459	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD247	0.012857159	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD48	0.015074301	Co-expression	Ramaswamy-Golub-2001
CORO1A	FYB1	0.014664643	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD53	0.009504021	Co-expression	Ramaswamy-Golub-2001
CORO1A	SLA	0.014458578	Co-expression	Ramaswamy-Golub-2001
CORO1A	CD37	0.013835052	Co-expression	Ramaswamy-Golub-2001
IL2RG	MYO1G	0.014591484	Co-expression	Ramaswamy-Golub-2001
IL2RG	TESPA1	0.014827805	Co-expression	Ramaswamy-Golub-2001
IL2RG	BIN2	0.013731985	Co-expression	Ramaswamy-Golub-2001
IL2RG	SELPLG	0.013286194	Co-expression	Ramaswamy-Golub-2001
IL2RG	GNLY	0.012645202	Co-expression	Ramaswamy-Golub-2001
IL2RG	LTB	0.0138216065	Co-expression	Ramaswamy-Golub-2001
IL2RG	PRKCB	0.011672693	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD3E	0.009354869	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD45	0.009785369	Co-expression	Ramaswamy-Golub-2001
IL2RG	LDHB	0.010386938	Co-expression	Ramaswamy-Golub-2001
IL2RG	DGKA	0.011986811	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD3D	0.009931915	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD62L	0.011349428	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD247	0.011865858	Co-expression	Ramaswamy-Golub-2001
IL2RG	ITGAL	0.011141175	Co-expression	Ramaswamy-Golub-2001
IL2RG	ZAP70	0.010250117	Co-expression	Ramaswamy-Golub-2001
IL2RG	CD48	0.012950211	Co-expression	Ramaswamy-Golub-2001
IL2RG	CORO1A	0.011210744	Co-expression	Ramaswamy-Golub-2001
LCP2	TESPA1	0.01716856	Co-expression	Ramaswamy-Golub-2001
LCP2	ARHGAP45	0.009096659	Co-expression	Ramaswamy-Golub-2001
LCP2	HPGD	0.01861486	Co-expression	Ramaswamy-Golub-2001
LCP2	SELPLG	0.0188612	Co-expression	Ramaswamy-Golub-2001
LCP2	GNLY	0.019148182	Co-expression	Ramaswamy-Golub-2001
LCP2	MYO1F	0.010602265	Co-expression	Ramaswamy-Golub-2001
LCP2	KCNAB2	0.014589414	Co-expression	Ramaswamy-Golub-2001
LCP2	LTB	0.014744004	Co-expression	Ramaswamy-Golub-2001
LCP2	PRKCB	0.012796781	Co-expression	Ramaswamy-Golub-2001
LCP2	CD45	0.011782713	Co-expression	Ramaswamy-Golub-2001
LCP2	STAM	0.017041594	Co-expression	Ramaswamy-Golub-2001
LCP2	CD62L	0.011615331	Co-expression	Ramaswamy-Golub-2001
LCP2	CD247	0.015295498	Co-expression	Ramaswamy-Golub-2001
LCP2	ITGAL	0.013148893	Co-expression	Ramaswamy-Golub-2001
LCP2	FYB1	0.01380123	Co-expression	Ramaswamy-Golub-2001
LCP2	SLA	0.017881446	Co-expression	Ramaswamy-Golub-2001
LCP2	CORO1A	0.013848432	Co-expression	Ramaswamy-Golub-2001
LCP2	IL2RG	0.012303699	Co-expression	Ramaswamy-Golub-2001
CCL5	ADAM8	0.016483692	Co-expression	Ramaswamy-Golub-2001
CCL5	PLEK	0.012863816	Co-expression	Ramaswamy-Golub-2001
CCL5	CD18	0.010185901	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	RGS19	0.0066472557	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	LTB	0.01526282	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	ARHGAP25	0.013106696	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	ISG20	0.013313304	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	GZMK	0.012418777	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD45	0.010023321	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD52	0.014873747	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	DGKA	0.012368034	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD19	0.014323192	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD48	0.0152259525	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD53	0.00926117	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	GZMA	0.015463332	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CD37	0.0128044775	Co-expression	Ramaswamy-Golub-2001
PTPRCAP	CORO1A	0.012946704	Co-expression	Ramaswamy-Golub-2001
SAMD3	SCML4	0.010318159	Co-expression	Innocenti-Brown-2011
Helios	SAMD3	0.012245865	Co-expression	Innocenti-Brown-2011
ZNF683	SAMD3	0.0109680155	Co-expression	Innocenti-Brown-2011
ZNF683	Helios	0.01715524	Co-expression	Innocenti-Brown-2011
KLRF1	SAMD3	0.010049163	Co-expression	Innocenti-Brown-2011
TIGIT	SAMD3	0.007816038	Co-expression	Innocenti-Brown-2011
SMAP2	RNF166	0.015544406	Co-expression	Innocenti-Brown-2011
MYO1G	SAMD3	0.011361729	Co-expression	Innocenti-Brown-2011
MYO1G	EFHD2	0.02443504	Co-expression	Innocenti-Brown-2011
ZNF600	USP28	0.008035994	Co-expression	Innocenti-Brown-2011
FGFBP2	SAMD3	0.0114294635	Co-expression	Innocenti-Brown-2011
FGFBP2	KLRF1	0.02373664	Co-expression	Innocenti-Brown-2011
FGFBP2	TIGIT	0.012943677	Co-expression	Innocenti-Brown-2011
FCRL3	SAMD3	0.011885575	Co-expression	Innocenti-Brown-2011
FCRL3	GITR	0.0134301465	Co-expression	Innocenti-Brown-2011
S1PR5	SAMD3	0.011093009	Co-expression	Innocenti-Brown-2011
S1PR5	KLRF1	0.02181234	Co-expression	Innocenti-Brown-2011
S1PR5	TIGIT	0.014648403	Co-expression	Innocenti-Brown-2011
S1PR5	FGFBP2	0.032117177	Co-expression	Innocenti-Brown-2011
RAP2B	SAMD3	0.010214235	Co-expression	Innocenti-Brown-2011
RAP2B	TIM3	0.018056925	Co-expression	Innocenti-Brown-2011
GIMAP2	GIMAP8	0.015734559	Co-expression	Innocenti-Brown-2011
CD146	STMN3	0.014166272	Co-expression	Innocenti-Brown-2011
RASGRP2	OSBPL5	0.0043282267	Co-expression	Innocenti-Brown-2011
TMEM204	OSBPL5	0.003692848	Co-expression	Innocenti-Brown-2011
TMEM204	RASGRP2	0.00834815	Co-expression	Innocenti-Brown-2011
PDP1	FAM60A	0.016214587	Co-expression	Innocenti-Brown-2011
PDP1	FOXP1	0.01059094	Co-expression	Innocenti-Brown-2011
TBX21	SCML4	0.010136444	Co-expression	Innocenti-Brown-2011
TBX21	SAMD3	0.008080269	Co-expression	Innocenti-Brown-2011
TBX21	Helios	0.010682503	Co-expression	Innocenti-Brown-2011
TBX21	ZNF683	0.01098896	Co-expression	Innocenti-Brown-2011
TBX21	KLRF1	0.010789268	Co-expression	Innocenti-Brown-2011
TBX21	TIGIT	0.008150199	Co-expression	Innocenti-Brown-2011
TBX21	FGFBP2	0.01626506	Co-expression	Innocenti-Brown-2011
TBX21	FCRL3	0.012335138	Co-expression	Innocenti-Brown-2011
TBX21	S1PR5	0.013580428	Co-expression	Innocenti-Brown-2011
TBX21	RASGRP2	0.008425874	Co-expression	Innocenti-Brown-2011
GIMAP5	GIMAP8	0.016794246	Co-expression	Innocenti-Brown-2011
GIMAP5	C1orf162	0.015442484	Co-expression	Innocenti-Brown-2011
CD248	PI16	0.0057162135	Co-expression	Innocenti-Brown-2011
SPTBN1	R3HDM4	0.015450741	Co-expression	Innocenti-Brown-2011
CTLA4	FCRL3	0.008709703	Co-expression	Innocenti-Brown-2011
COQ8A	RNF166	0.00937403	Co-expression	Innocenti-Brown-2011
COQ8A	TTC38	0.011201276	Co-expression	Innocenti-Brown-2011
ARL4C	Helios	0.016888728	Co-expression	Innocenti-Brown-2011
ARL4C	FAM110A	0.016537437	Co-expression	Innocenti-Brown-2011
ARL4C	CD300A	0.020599686	Co-expression	Innocenti-Brown-2011
CD6	SAMD3	0.012218402	Co-expression	Innocenti-Brown-2011
CD6	TBX21	0.0119915735	Co-expression	Innocenti-Brown-2011
CD28	SAMD3	0.013248201	Co-expression	Innocenti-Brown-2011
CD28	TIGIT	0.013159893	Co-expression	Innocenti-Brown-2011
CD28	RAP2B	0.024218656	Co-expression	Innocenti-Brown-2011
CD28	TBX21	0.011530284	Co-expression	Innocenti-Brown-2011
CORO7	EFHD2	0.016662827	Co-expression	Innocenti-Brown-2011
CORO7	OSBPL5	0.0038921426	Co-expression	Innocenti-Brown-2011
CORO7	PIK3R5	0.012411137	Co-expression	Innocenti-Brown-2011
CORO7	RASGRP2	0.010905188	Co-expression	Innocenti-Brown-2011
CORO7	CD6	0.014431988	Co-expression	Innocenti-Brown-2011
RACK1	SNURF	0.013337779	Co-expression	Innocenti-Brown-2011
PIK3IP1	C1orf162	0.01334794	Co-expression	Innocenti-Brown-2011
LEF1	SAMD3	0.013650113	Co-expression	Innocenti-Brown-2011
LEF1	GITR	0.01671508	Co-expression	Innocenti-Brown-2011
LEF1	FCRL3	0.031440288	Co-expression	Innocenti-Brown-2011
LEF1	CTLA4	0.009026425	Co-expression	Innocenti-Brown-2011
GZMH	SAMD3	0.008613009	Co-expression	Innocenti-Brown-2011
GZMH	Helios	0.010909868	Co-expression	Innocenti-Brown-2011
GZMH	ZNF683	0.014038703	Co-expression	Innocenti-Brown-2011
GZMH	TTC16	0.00901905	Co-expression	Innocenti-Brown-2011
GZMH	TIGIT	0.009259699	Co-expression	Innocenti-Brown-2011
GZMH	FGFBP2	0.016125757	Co-expression	Innocenti-Brown-2011
GZMH	S1PR5	0.013137433	Co-expression	Innocenti-Brown-2011
GZMH	TBX21	0.011121022	Co-expression	Innocenti-Brown-2011
GZMH	CD6	0.015819203	Co-expression	Innocenti-Brown-2011
GZMH	CD28	0.014636795	Co-expression	Innocenti-Brown-2011
PRSS23	OSBPL5	0.0052890927	Co-expression	Innocenti-Brown-2011
PRSS23	TMEM204	0.01097162	Co-expression	Innocenti-Brown-2011
CLDND1	C6orf48	0.010562733	Co-expression	Innocenti-Brown-2011
ADGRG1	OSBPL5	0.003242342	Co-expression	Innocenti-Brown-2011
ADGRG1	CD146	0.008115724	Co-expression	Innocenti-Brown-2011
ADGRG1	IL2RA	0.012287142	Co-expression	Innocenti-Brown-2011
BIN2	RNF166	0.010967922	Co-expression	Innocenti-Brown-2011
BIN2	GIMAP8	0.009471741	Co-expression	Innocenti-Brown-2011
BIN2	KLRF1	0.01050638	Co-expression	Innocenti-Brown-2011
BIN2	GAB3	0.012041437	Co-expression	Innocenti-Brown-2011
BIN2	GIMAP2	0.010269085	Co-expression	Innocenti-Brown-2011
BIN2	CD300A	0.013267455	Co-expression	Innocenti-Brown-2011
CD8B	ZNF683	0.017839978	Co-expression	Innocenti-Brown-2011
CD8B	TBX21	0.009811656	Co-expression	Innocenti-Brown-2011
CD8B	CD28	0.021070693	Co-expression	Innocenti-Brown-2011
CD8B	GZMH	0.01155399	Co-expression	Innocenti-Brown-2011
SAMHD1	RNF166	0.02527931	Co-expression	Innocenti-Brown-2011
SAMHD1	BIN2	0.014546558	Co-expression	Innocenti-Brown-2011
PSIP1	LRRC75A	0.015508867	Co-expression	Innocenti-Brown-2011
RASSF1	OSBPL5	0.0047235843	Co-expression	Innocenti-Brown-2011
RASSF1	RAP2B	0.018493477	Co-expression	Innocenti-Brown-2011
ZEB2	CMTM7	0.032778583	Co-expression	Innocenti-Brown-2011
KLRD1	KLRF1	0.024434263	Co-expression	Innocenti-Brown-2011
KLRD1	TBX21	0.010174553	Co-expression	Innocenti-Brown-2011
KLRD1	SAMHD1	0.024208043	Co-expression	Innocenti-Brown-2011
METTL7A	MTSS1	0.006847822	Co-expression	Innocenti-Brown-2011
NPAT	USP28	0.009196788	Co-expression	Innocenti-Brown-2011
FCGR3A	TIM3	0.0084265405	Co-expression	Innocenti-Brown-2011
FCGR3A	GIMAP8	0.0070385323	Co-expression	Innocenti-Brown-2011
FCGR3A	C1orf162	0.0070777996	Co-expression	Innocenti-Brown-2011
FCGR3A	CD300A	0.010504604	Co-expression	Innocenti-Brown-2011
FCGR3A	GIMAP5	0.008947988	Co-expression	Innocenti-Brown-2011
FCGR3A	BIN2	0.0054166378	Co-expression	Innocenti-Brown-2011
CXCR3	ZNF683	0.011757318	Co-expression	Innocenti-Brown-2011
CXCR3	BCL2	0.015635928	Co-expression	Innocenti-Brown-2011
SGSM3	NOSIP	0.012350764	Co-expression	Innocenti-Brown-2011
GZMB	TIGIT	0.010089689	Co-expression	Innocenti-Brown-2011
GZMB	FGFBP2	0.020351017	Co-expression	Innocenti-Brown-2011
GZMB	S1PR5	0.015279093	Co-expression	Innocenti-Brown-2011
GZMB	TBX21	0.009737929	Co-expression	Innocenti-Brown-2011
GZMB	GZMH	0.01192404	Co-expression	Innocenti-Brown-2011
GZMB	KLRD1	0.01614502	Co-expression	Innocenti-Brown-2011
TXK	KLRF1	0.01847001	Co-expression	Innocenti-Brown-2011
LMO7	MTSS1	0.012969181	Co-expression	Innocenti-Brown-2011
APBA2	KLRD1	0.026097786	Co-expression	Innocenti-Brown-2011
SELPLG	TIM3	0.0070035513	Co-expression	Innocenti-Brown-2011
SELPLG	C1orf162	0.0057722884	Co-expression	Innocenti-Brown-2011
SELPLG	GAB3	0.0070137274	Co-expression	Innocenti-Brown-2011
SELPLG	FGFBP2	0.0070522926	Co-expression	Innocenti-Brown-2011
SELPLG	CD300A	0.009281367	Co-expression	Innocenti-Brown-2011
SELPLG	GIMAP5	0.007638404	Co-expression	Innocenti-Brown-2011
SELPLG	ARL4C	0.0070811496	Co-expression	Innocenti-Brown-2011
SELPLG	FCGR3A	0.0042943596	Co-expression	Innocenti-Brown-2011
CX3CR1	SCML4	0.009133278	Co-expression	Innocenti-Brown-2011
CX3CR1	SAMD3	0.007962226	Co-expression	Innocenti-Brown-2011
CX3CR1	Helios	0.0113583105	Co-expression	Innocenti-Brown-2011
CX3CR1	ZNF683	0.011501331	Co-expression	Innocenti-Brown-2011
CX3CR1	FGFBP2	0.012837918	Co-expression	Innocenti-Brown-2011
CX3CR1	TBX21	0.008137418	Co-expression	Innocenti-Brown-2011
CX3CR1	LRRN3	0.011796906	Co-expression	Innocenti-Brown-2011
CX3CR1	CD28	0.012429152	Co-expression	Innocenti-Brown-2011
CX3CR1	GZMH	0.008317502	Co-expression	Innocenti-Brown-2011
ABLIM1	C6orf48	0.010218962	Co-expression	Innocenti-Brown-2011
GNLY	SAMD3	0.013370369	Co-expression	Innocenti-Brown-2011
GNLY	TTC16	0.020971281	Co-expression	Innocenti-Brown-2011
GNLY	MYO1G	0.021658994	Co-expression	Innocenti-Brown-2011
GNLY	FGFBP2	0.040212434	Co-expression	Innocenti-Brown-2011
GNLY	TBX21	0.011829834	Co-expression	Innocenti-Brown-2011
GNLY	GZMH	0.014711856	Co-expression	Innocenti-Brown-2011
GNLY	GZMB	0.019201972	Co-expression	Innocenti-Brown-2011
GNLY	CX3CR1	0.012646445	Co-expression	Innocenti-Brown-2011
MYO1F	BIN2	0.012038163	Co-expression	Innocenti-Brown-2011
MYO1F	FCGR3A	0.008609302	Co-expression	Innocenti-Brown-2011
MYO1F	SELPLG	0.007818174	Co-expression	Innocenti-Brown-2011
TPST2	COQ8A	0.007317369	Co-expression	Innocenti-Brown-2011
TPST2	SERINC5	0.015095278	Co-expression	Innocenti-Brown-2011
RGS19	IL17RA	0.019723216	Co-expression	Innocenti-Brown-2011
RGS19	SELPLG	0.0070746415	Co-expression	Innocenti-Brown-2011
FCGR3B	CD300A	0.016238526	Co-expression	Innocenti-Brown-2011
FCGR3B	BIN2	0.0074875494	Co-expression	Innocenti-Brown-2011
FCGR3B	FCGR3A	0.008838845	Co-expression	Innocenti-Brown-2011
FCGR3B	SELPLG	0.005686337	Co-expression	Innocenti-Brown-2011
FCGR3B	RGS19	0.01352727	Co-expression	Innocenti-Brown-2011
LLGL2	TPCN1	0.011844366	Co-expression	Innocenti-Brown-2011
LLGL2	TMEM63A	0.008449223	Co-expression	Innocenti-Brown-2011
LLGL2	SGSM3	0.010206705	Co-expression	Innocenti-Brown-2011
KCNAB2	C1orf162	0.017016368	Co-expression	Innocenti-Brown-2011
KCNAB2	SELPLG	0.006943099	Co-expression	Innocenti-Brown-2011
LTB	SCML4	0.0074533573	Co-expression	Innocenti-Brown-2011
LTB	SAMD3	0.0053044455	Co-expression	Innocenti-Brown-2011
LTB	ZNF683	0.008384694	Co-expression	Innocenti-Brown-2011
LTB	TIGIT	0.005523495	Co-expression	Innocenti-Brown-2011
LTB	FAM110A	0.008061431	Co-expression	Innocenti-Brown-2011
LTB	S1PR5	0.0071068234	Co-expression	Innocenti-Brown-2011
LTB	TBX21	0.0054065553	Co-expression	Innocenti-Brown-2011
LTB	ARL4C	0.006859767	Co-expression	Innocenti-Brown-2011
LTB	CD6	0.008007766	Co-expression	Innocenti-Brown-2011
LTB	LRRN3	0.007243016	Co-expression	Innocenti-Brown-2011
LTB	CD28	0.00937683	Co-expression	Innocenti-Brown-2011
LTB	GZMH	0.006049157	Co-expression	Innocenti-Brown-2011
LTB	CX3CR1	0.0068917186	Co-expression	Innocenti-Brown-2011
LTB	GNLY	0.008141986	Co-expression	Innocenti-Brown-2011
PD-1	TIGIT	0.0134797	Co-expression	Innocenti-Brown-2011
PD-1	TBX21	0.010722946	Co-expression	Innocenti-Brown-2011
PD-1	GZMH	0.014960663	Co-expression	Innocenti-Brown-2011
PD-1	CXCR3	0.0136501035	Co-expression	Innocenti-Brown-2011
PD-1	GZMB	0.015567238	Co-expression	Innocenti-Brown-2011
VEZF1	FOXP1	0.018568348	Co-expression	Innocenti-Brown-2011
TAGLN2	MLXIP	0.009775068	Co-expression	Innocenti-Brown-2011
TAGLN2	SPTBN1	0.008787677	Co-expression	Innocenti-Brown-2011
ARHGAP25	OSBPL5	0.005341373	Co-expression	Innocenti-Brown-2011
ARHGAP25	TBX21	0.013237184	Co-expression	Innocenti-Brown-2011
ARHGAP25	SELPLG	0.008420088	Co-expression	Innocenti-Brown-2011
ARHGAP25	LTB	0.009523483	Co-expression	Innocenti-Brown-2011
CD197	GZMB	0.016820349	Co-expression	Innocenti-Brown-2011
CD197	LTB	0.0076183937	Co-expression	Innocenti-Brown-2011
CD161	KLRF1	0.016378863	Co-expression	Innocenti-Brown-2011
CD161	TIGIT	0.008043112	Co-expression	Innocenti-Brown-2011
CD161	FGFBP2	0.013322068	Co-expression	Innocenti-Brown-2011
CD161	S1PR5	0.013593458	Co-expression	Innocenti-Brown-2011
CD161	TBX21	0.008274066	Co-expression	Innocenti-Brown-2011
CD161	GIMAP5	0.013753322	Co-expression	Innocenti-Brown-2011
CD161	ARL4C	0.010348312	Co-expression	Innocenti-Brown-2011
CD161	BCL2	0.014128173	Co-expression	Innocenti-Brown-2011
CD161	KLRD1	0.013711152	Co-expression	Innocenti-Brown-2011
CD161	GZMB	0.010370777	Co-expression	Innocenti-Brown-2011
CD161	TXK	0.010555719	Co-expression	Innocenti-Brown-2011
CD161	SELPLG	0.004965182	Co-expression	Innocenti-Brown-2011
CD161	PD-1	0.0122808395	Co-expression	Innocenti-Brown-2011
CD161	CD197	0.010739819	Co-expression	Innocenti-Brown-2011
ATP2B1	USP28	0.008392681	Co-expression	Innocenti-Brown-2011
ATP2B1	NPAT	0.017840417	Co-expression	Innocenti-Brown-2011
CAMK4	FANK1	0.008751398	Co-expression	Innocenti-Brown-2011
LILRB1	GIMAP8	0.009054937	Co-expression	Innocenti-Brown-2011
LILRB1	SAMHD1	0.014163055	Co-expression	Innocenti-Brown-2011
LILRB1	KLRD1	0.009908728	Co-expression	Innocenti-Brown-2011
LILRB1	GZMB	0.008896643	Co-expression	Innocenti-Brown-2011
LILRB1	CCR6	0.012336442	Co-expression	Innocenti-Brown-2011
PRKCB	BIN2	0.010567589	Co-expression	Innocenti-Brown-2011
PRKCB	FCGR3A	0.010803908	Co-expression	Innocenti-Brown-2011
PRKCB	SELPLG	0.007211156	Co-expression	Innocenti-Brown-2011
PRKCB	MYO1F	0.01712517	Co-expression	Innocenti-Brown-2011
CD42b	CXCR3	0.013488258	Co-expression	Innocenti-Brown-2011
CD42b	GZMB	0.015329817	Co-expression	Innocenti-Brown-2011
CD42b	LILRB1	0.009835534	Co-expression	Innocenti-Brown-2011
SH3BP5	OSBPL5	0.005062699	Co-expression	Innocenti-Brown-2011
CD4	CXCR3	0.015197872	Co-expression	Innocenti-Brown-2011
CD11B	FCGR3A	0.009257028	Co-expression	Innocenti-Brown-2011
CD11B	SELPLG	0.0075432686	Co-expression	Innocenti-Brown-2011
CD11B	MYO1F	0.01568557	Co-expression	Innocenti-Brown-2011
TMEM123	TPST2	0.016468015	Co-expression	Innocenti-Brown-2011
SATB1	FAM117B	0.015688036	Co-expression	Innocenti-Brown-2011
SATB1	SYNE1	0.015825061	Co-expression	Innocenti-Brown-2011
SATB1	LRRN3	0.0129159065	Co-expression	Innocenti-Brown-2011
SATB1	AHNAK	0.016570231	Co-expression	Innocenti-Brown-2011
SATB1	TTN	0.015012734	Co-expression	Innocenti-Brown-2011
NKG7	KLRF1	0.013247056	Co-expression	Innocenti-Brown-2011
NKG7	TIGIT	0.009413129	Co-expression	Innocenti-Brown-2011
NKG7	FGFBP2	0.01580046	Co-expression	Innocenti-Brown-2011
